client_numeric;vendor_numeric;year;month;day;sku_count_products;total_num_count_products;total_price_products
1664;107;2021;1;28;11;24;24230
24887;98;2021;1;28;11;35;49239
17835;12;2021;1;29;7;12;57915
12484;27;2021;1;29;17;40;51077
9744;37;2021;1;29;52;112;144215
947;28;2021;2;3;17;67;167857
5847;83;2021;2;3;27;661;723023
9579;107;2021;2;4;6;49;89038
3794;117;2021;2;4;17;35;62926
858;91;2021;2;8;11;18;80648
1193;86;2021;2;9;18;27;30246
2451;37;2021;2;10;13;19;40036
11901;48;2021;2;10;17;64;272823
6621;86;2021;2;10;35;208;417068
6338;105;2021;2;9;9;59;137510
25960;22;2021;2;10;7;58;249963
2301;83;2021;2;11;44;192;181527
17750;58;2021;2;11;27;209;169659
9843;37;2021;2;11;35;44;92704
17750;58;2021;2;12;29;220;139644
10187;97;2021;2;11;45;146;528742
25764;24;2021;2;12;14;63;182570
2056;43;2021;2;15;16;51;125715
1363;107;2021;2;16;11;191;400284
11947;27;2021;2;16;32;67;76207
2334;53;2021;2;18;25;123;156075
9858;86;2021;2;17;37;178;286952
10703;200;2021;2;18;14;61;133521
16599;43;2021;2;19;53;287;293015
1211;19;2021;2;23;11;31;40910
29650;27;2021;2;23;32;219;343712
11532;70;2021;2;23;33;63;89908
1686;9;2021;2;25;13;54;128895
9484;86;2021;3;1;27;101;169250
12484;27;2021;3;2;17;50;52509
7253;96;2021;3;4;20;121;235546
15723;15;2021;3;3;2;7;16587
2066;190;2021;3;5;20;48;108712
17750;58;2021;3;5;44;260;260073
17750;58;2021;3;5;18;153;126127
2195;30;2021;3;5;19;35;38585
11947;27;2021;3;5;16;133;50344
15830;86;2021;3;17;23;175;307287
11101;51;2021;3;8;22;252;412652
858;91;2021;3;8;9;21;35144
858;91;2021;3;8;9;21;35144
858;91;2021;3;8;9;21;35144
858;91;2021;3;8;9;21;35144
4181;109;2021;3;8;48;247;331472
25493;37;2021;3;8;9;41;38428
7405;9;2021;3;9;12;75;93986
8487;171;2021;3;11;26;946;890264
12034;97;2021;3;11;10;70;478566
1039;13;2021;3;12;16;16;37482
1403;55;2021;3;11;23;107;190887
9234;153;2021;3;12;22;193;366222
4339;109;2021;3;12;30;130;214505
6621;86;2021;3;15;40;401;648907
24840;102;2021;3;15;20;62;289328
390;112;2021;3;17;5;24;90355
6296;92;2021;3;17;23;109;151279
2669;65;2021;3;17;22;81;130844
1570;68;2021;3;18;39;157;246774
7839;52;2021;3;18;21;193;103756
4761;86;2021;3;18;19;189;340525
3490;102;2021;3;18;41;455;383538
10967;40;2021;3;19;16;85;119441
858;91;2021;3;22;12;27;44214
17750;58;2021;3;24;25;197;235019
1739;2;2021;3;24;17;81;152538
1211;19;2021;3;24;11;31;40910
18940;27;2021;3;25;23;157;69075
1043;86;2021;3;25;11;29;31981
15011;191;2021;3;29;22;54;76399
4717;150;2021;3;29;12;917;635450
7595;27;2021;3;30;32;125;93480
1686;9;2021;3;31;23;92;196290
26891;123;2021;3;31;12;16;52866
9484;86;2021;4;5;14;39;117142
781;25;2021;4;8;4;33;91173
4719;55;2021;4;8;33;237;227213
947;28;2021;4;8;41;140;190342
9015;46;2021;4;13;20;129;255697
1674;111;2021;4;12;12;26;41338
6194;12;2021;4;16;16;35;33906
4339;109;2020;5;8;29;101;263520
2028;126;2020;5;12;2;3;10391
24960;64;2020;6;17;13;40;40629
5080;20;2020;6;23;4;49;62897
3609;87;2020;6;26;46;252;265224
1018;200;2020;7;7;15;64;105330
8781;27;2020;7;6;14;177;191210
25155;17;2020;7;7;11;20;62169
25155;17;2020;7;7;14;17;79070
1369;2;2020;7;7;11;22;106986
2033;17;2020;7;7;14;29;57379
4075;95;2020;7;8;2;346;90164
4237;74;2020;7;9;13;17;73711
31831;35;2020;7;10;4;134;189710
6402;158;2020;7;10;6;10;91824
4888;41;2020;7;13;18;31;72327
4860;33;2020;7;13;40;156;283419
4888;41;2020;7;13;33;112;221875
6621;164;2020;7;15;30;141;235827
4965;40;2020;7;14;24;93;178423
13058;57;2020;7;17;17;38;56350
6621;164;2020;7;20;30;141;235827
24847;44;2020;7;20;19;89;125573
1048;44;2020;7;20;1;1;2180
